Unnamed: 0,rating,review,clean_review
5135,1,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.,must trybrdont believe negative ratingsbrnice servicebrtasty foodbrperfect quick hungerbrtried products awesome
5136,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,horrible food horrible un eatbalefull salt food horrible favour u make order taste money hunger cant waste
5137,1,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇,tried cream onion maggie amazing would like whenever got free time owner management place good happening place overall
5138,1,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.,must trybrdont believe negative ratingsbrnice servicebrtasty foodbrperfect quick hungerbrtried products awesome
5139,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,horrible food horrible un eatbalefull salt food horrible favour u make order taste money hunger cant waste
5140,5,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇,tried cream onion maggie amazing would like whenever got free time owner management place good happening place overall
5141,3,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.,must trybrdont believe negative ratingsbrnice servicebrtasty foodbrperfect quick hungerbrtried products awesome
5142,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,horrible food horrible un eatbalefull salt food horrible favour u make order taste money hunger cant waste
5143,2,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇,tried cream onion maggie amazing would like whenever got free time owner management place good happening place overall
5144,5,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.,must trybrdont believe negative ratingsbrnice servicebrtasty foodbrperfect quick hungerbrtried products awesome
5145,4,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,horrible food horrible un eatbalefull salt food horrible favour u make order taste money hunger cant waste
5146,1,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇,tried cream onion maggie amazing would like whenever got free time owner management place good happening place overall
5147,3,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.,must trybrdont believe negative ratingsbrnice servicebrtasty foodbrperfect quick hungerbrtried products awesome
5148,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,horrible food horrible un eatbalefull salt food horrible favour u make order taste money hunger cant waste
5149,5,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇,tried cream onion maggie amazing would like whenever got free time owner management place good happening place overall
5150,5,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.,must trybrdont believe negative ratingsbrnice servicebrtasty foodbrperfect quick hungerbrtried products awesome
5151,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,horrible food horrible un eatbalefull salt food horrible favour u make order taste money hunger cant waste
5152,5,I tried cream and onion Maggie which was more than amazing i would like to have it whenever i got free time and owner and management of the place is so good happening place overall 😇,tried cream onion maggie amazing would like whenever got free time owner management place good happening place overall
5153,1,Must try....<br/>Don't believe negative ratings.<br/>Nice service.<br/>Tasty food.<br/>Perfect for quick hunger.<br/>Tried all the products and they are just awesome.,must trybrdont believe negative ratingsbrnice servicebrtasty foodbrperfect quick hungerbrtried products awesome
5154,1,horrible...... food is such  horrible.. its un eatbale...full of salt and food is just horrible... do me a favour when u make an order just taste once.. so that our money and our hunger cant be waste....,horrible food horrible un eatbalefull salt food horrible favour u make order taste money hunger cant waste
5155,2,Captain veg cutlet hero wrap tastes awesome😋 .Perfect amount of cheese. One of the best wraps I've had. ,captain veg cutlet hero wrap tastes awesome perfect amount cheese one best wraps ive
5156,1,Ordered nuclear chicken nugget Wrap and captain fried chicken panini. Cheesy and delicious food. Will order again.,ordered nuclear chicken nugget wrap captain fried chicken panini cheesy delicious food order
5157,1,The best place to order sandwiches in the city where you have a wide range of products to choose from and on time delivery as always.,best place order sandwiches city wide range products choose time delivery always
5158,1,"I ordered vegetarian and non-vegetarian panini and wraps for our gathering from ‘Hero Sandwiches’. It was so yummy, even all of my mates were asking me about the place. I highly recommend ‘Hero Sandwiches’ for delicious food. And special thanks for the person who made my order. Cheers. ",ordered vegetarian nonvegetarian panini wraps gathering hero sandwiches yummy even mates asking place highly recommend hero sandwiches delicious food special thanks person made order cheers
5159,1,It's items are all tasty and also reasonable <br/>Chicken tikka wrap was awesome <br/>Chicken cheesy panini with mini monster was nice,items tasty also reasonable brchicken tikka wrap awesome brchicken cheesy panini mini monster nice
5160,5,"Their Nuclear chicken nuggets panini is best. Veggies, sauces, quantity of patty everything was perfect. ",nuclear chicken nuggets panini best veggies sauces quantity patty everything perfect
5161,1,"Really good!! Captain Fried chicken superhero panini and chicken tikka wrap ,cheesy and a good amount of chicken. <br/>Worth the money. ",really good captain fried chicken superhero panini chicken tikka wrap cheesy good amount chicken brworth money
5162,1,Spinach &amp; corn superhero panini and Veg cutlet Hero wrap was delicious and very cheesy . Loved the taste and size. ,spinach amp corn superhero panini veg cutlet hero wrap delicious cheesy loved taste size
5163,1,THANK YOU ,thank
5164,1,Afte 1 hour delivery,afte hour delivery
5165,3,this item not deserve at this price <br/>very oil and not good oil quality ,item deserve price brvery oil good oil quality
5166,1,Poor taste,poor taste
5167,1,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5168,1,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5169,4,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5170,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5171,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5172,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5173,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5174,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5175,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5176,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5177,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5178,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5179,5,"The best place in the town for dine in with friends and family!💙🧿 Great taste, best quality, awesome ambience, great staff!",best place town dine friends family great taste best quality awesome ambience great staff
5180,5,varry good ,varry good
5181,5,This wasn't nutella thick shake <br/>very disappointing<br/>,wasnt nutella thick shake brvery disappointingbr
5182,5,I don't like this different banner picture and pizza different,dont like different banner picture pizza different
5183,5,packing not good condition ,packing good condition
5184,5,wire found in laddu,wire found laddu
5185,5,i have ordered for angoor goti but they have send me something else.,ordered angoor goti send something else
5186,5,nice ,nice
5187,5,Did not send correct order. ,send correct order
5188,5,I am Jalaram khichdi customer since long. They had maintained their food quality always. I always loved dining here as all meals are fresh and very authentic taste. Kudos to Jalaram khichdi team and wish them best for future ,jalaram khichdi customer since long maintained food quality always always loved dining meals fresh authentic taste kudos jalaram khichdi team wish best future
5189,5,"Food is amazing, taste is Just like a home food must try different dishes, yumm love Love Love perfect ❤️🫰✨",food amazing taste like home food must try different dishes yumm love love love perfect
5190,4,There is no different pouch for coffee it was packed in hot tea pouch,different pouch coffee packed hot tea pouch
5191,5,teasti ,teasti
5192,5,ossam taste,ossam taste
5193,5,Third class restaurant and third class Zomato service,third class restaurant third class zomato service
5194,1,Straw toh de dete,straw toh de dete
5195,5,poor service and poor taste,poor service poor taste
5196,5,perfect preparation.,perfect preparation
5197,5,horrible😡😡😡😡,horrible
5198,5,I've been cheated twice in a single day. I've received half order twice and I paid for full. I don't even get refund nor given any solution nor even a complaint raise. Over all pathetic experience. My faith is Zomato is gone.,ive cheated twice single day ive received half order twice paid full dont even get refund given solution even complaint raise pathetic experience faith zomato gone
5199,5,Good,good
5200,5,too spicy and big chopped pieces of onions are found,spicy big chopped pieces onions found
5201,5,So good,good
5202,5,"Very bad experience, order delayed. Both items are not good, tea was not served hot and bread was not grilled and Tate's very bad.",bad experience order delayed items good tea served hot bread grilled tates bad
5203,5,"was taking 40 min to just prepare food, delivery way too late",taking min prepare food delivery way late
5204,5,the quantity was very less,quantity less
5205,5,132 ka khali bread butter,ka khali bread butter
5206,5,superb amazing 🤩,superb amazing
5207,5,the u send me veg cheez sandwich is worst sandwich i ihve eat 🥴🥴🥴🥴🥴,u send veg cheez sandwich worst sandwich ihve eat
5208,5,very bad ,bad
5209,5,no cup no spoon with my order....do i have to order these things separately??,cup spoon orderdo order things separately
5210,5,Service is fast and delivery intime,service fast delivery intime
5211,5,The food was delicious we in the office ordered for breakfast we just love the food specially I like the paper packing you guys didn't use any plastic packing that i loved I m your regular customer from now. ,food delicious office ordered breakfast love food specially like paper packing guys didnt use plastic packing loved regular customer
5212,5, Poha was ordered but you gave Thepla.,poha ordered gave thepla
5213,5,"Packaging was not good, in Upma they should use clean Rawa for preparation.",packaging good upma use clean rawa preparation
5214,5,fast service,fast service
5215,5,Jay Mataji ,jay mataji
5216,5,Hardware was burned... otherwise taste was good..,hardware burned otherwise taste good
5217,5,no hot tea full could tea very bad very late service ,hot tea full could tea bad late service
5218,5,they should keep cups for drinks. Most of the time they misses it,keep cups drinks time misses
5219,5,too cold tea serve and delivery also get after one hour west of money,cold tea serve delivery also get one hour west money
5220,5,today it was all burnt  did not expect it but zomato team is very helpful cheers to the great zomato team service,today burnt expect zomato team helpful cheers great zomato team service
5221,5,worst packing ever.i didn't expect this from tea post,worst packing everi didnt expect tea post
5222,5,packing is not good and it all went to waste. kindly provide me with the refund,packing good went waste kindly provide refund
5223,5,everything is cold and is not goodvery bad service and too much delay,everything cold goodvery bad service much delay
5224,5,I have ordered tea with hot container with extra 20 rs charge but tea came in cup only that too with loose lid and half tea is spilled. ,ordered tea hot container extra rs charge tea came cup loose lid half tea spilled
5225,5,I want a refund for my order. I had to serve those snacks to my guests and it was such an embarrassment for us since those vadapavs were not good at all,want refund order serve snacks guests embarrassment us since vadapavs good
5226,5,very very bed experience not good 😐 👎,bed experience good
5227,5,Ek dum third class thanda tha pura <br/>Next garam krke lana,ek dum third class thanda tha pura brnext garam krke lana
5228,5,All items are priced double on Zomato than what you get at the restaurant.. plus delivery and packing charges. Poor experience<br/><br/>Vada are great in taste<br/>Pav is poor sometimes ,items priced double zomato get restaurant plus delivery packing charges poor experiencebrbrvada great tastebrpav poor sometimes
5229,2,inmein vadapav nahin Dala bada nahin Dala ismein aise bhej rahe log bevkuf banaa rahe sabko isliye iske pass se,inmein vadapav nahin dala bada nahin dala ismein aise bhej rahe log bevkuf banaa rahe sabko isliye iske pass se
5230,5,supre,supre
5231,5,Not receiving call for customer for this order some details,receiving call customer order details
5232,1,Sends it completely open There is no safety,sends completely open safety
5233,1,पूअर सर्विस,
5234,2,super,super
5235,3,location track karne nahi aata aur extra charge dene padte hai delivery boy ka behaviour is very bad ,location track karne nahi aata aur extra charge dene padte hai delivery boy ka behaviour bad
5236,1,i already told extra mirchi ....but there was no mirchi on paav,already told extra mirchi mirchi paav
5237,4,Bina green chutny ke kaise khayega uske kachhe faaltu vada??<br/>mithi chutny ke 4 packet dale or green dalna bhul gaye gadhe,bina green chutny ke kaise khayega uske kachhe faaltu vadabrmithi chutny ke packet dale green dalna bhul gaye gadhe
5238,4,Order is delivered too late,order delivered late
5239,1,nice,nice
5240,5,Aek dam ghatiya vadapav aaya he butterbola he to butter aaya nahi vaishali jesa test hi nahi he mirchi 2-3 aayi aur dish bhii nahi aayai aek dam ghatiya  jesa aaya he retting me to 1 star bhi jyada he retting aekdam 0 he😡😡😡😡😡😡😡😡😡😡😡😡😡😡,aek dam ghatiya vadapav aaya butterbola butter aaya nahi vaishali jesa test hi nahi mirchi aayi aur dish bhii nahi aayai aek dam ghatiya jesa aaya retting star bhi jyada retting aekdam
5241,4,the service was not up to mark the amount of chilli and sauces were not as acspected we order 20 vada pav and we received only only 10 packet of chatni only the was so disappointed,service mark amount chilli sauces acspected order vada pav received packet chatni disappointed
5242,5,chiting ,chiting
5243,5,There is not available a cold drinks,available cold drinks
5244,4,bed,bed
5245,5,Size quality of vada and cheese aplied all degraded as compare to earlier we have always. ,size quality vada cheese aplied degraded compare earlier always
5246,5,I have order cheese butter vadapav but he had sent only cheese vadapav,order cheese butter vadapav sent cheese vadapav
5247,5,osam...............................................,osam
5248,5,very poor food quality. there wasn't butter on paav,poor food quality wasnt butter paav
5249,2,green chutney bhot hi bakvas... or vada pav size is too small like  a. 10 rupees... bhukhe mar jayege  lekin ab ye vadapav ORDER nahi karege....,green chutney bhot hi bakvas vada pav size small like rupees bhukhe mar jayege lekin ab ye vadapav order nahi karege
5250,1,bakwas dilivery boy verry verry rude behaviour .dont expect like zomato rider ....,bad dilivery boy verry verry rude behaviour dont expect like zomato rider
5251,2,taste are not good and butter inside not properly its look they used less butter,taste good butter inside properly look used less butter
5252,1,where is the Butter making us fool<br/>😠😠😠😠😠😠😠😠,butter making us foolbr
5253,2,"We Have ordered Butter Vadapav, but there is no butter in vadapav and also not chutney in this. We recieved Plain Regular Vadapav. very disappointed for ordering this food.😡😡😡😡😡",ordered butter vadapav butter vadapav also chutney recieved plain regular vadapav disappointed ordering food
5254,5,there is no cheese in the pav. ridiculous worst   ,cheese pav ridiculous worst
5255,5,cheese butter gane main kanjusi na kare aapka food grade down hota hai,cheese butter gane main kanjusi na kare aapka food grade hota hai
5256,5,its 2nd time i am not getting my order i also order for water bottle and paid extra for it but didnt got my bottle yet and it's the second time happening,nd time getting order also order water bottle paid extra didnt got bottle yet second time happening
5257,5,"very bad test and cold vadapav..<br/>also there is no cheese in vadapav..<br/>very bad quality..<br/>not appropriate nd appreciate,,,😡😡😡😡😡",bad test cold vadapavbralso cheese vadapavbrvery bad qualitybrnot appropriate nd appreciate
5258,1,"poor package,.   taste less,   cold,  souch less, ",poor package taste less cold souch less
5259,5,"no taste, order 4 vadapav and chutney only give 1 pouch, bred looks old ",taste order vadapav chutney give pouch bred looks old
5260,5,good test .....wowww,good test wowww
5261,5,fresh and taste mind blowing super ,fresh taste mind blowing super
5262,5,They Did Not Send The Proper Order Plus One Item Was Missing Worst Service From Zaffran Sweets,send proper order plus one item missing worst service zaffran sweets
5263,4,nice,nice
5264,4,Please refund my money.,please refund money
5265,2,Best Sweets ,best sweets
5266,1,good taste,good taste
5267,3,good,good
5268,1,good... ,good
5269,5,ww,ww
5270,3,varry bad bad bad bad bad bad bad bad bad bad bad bad,varry bad bad bad bad bad bad bad bad bad bad bad bad
5271,5,It's really yummy tests!!! originally test of Gulab jamun and pink mava  gulab!!! enjoyed sweets!!! 🥰,really yummy tests originally test gulab jamun pink mava gulab enjoyed sweets
5272,1,dry fruit halwa he pr uske Ander dry fruit hi Barabar nahi dikh rahe he,dry fruit halwa pr uske ander dry fruit hi barabar nahi dikh rahe
5273,5,there is no dryfruits in dryfruit halwa worst taste ever ,dryfruits dryfruit halwa worst taste ever
5274,3,Deliciously awesome and it’s seriously recommended mild sweetness and tasty,deliciously awesome seriously recommended mild sweetness tasty
5275,1,"test of milk cake is not good, last time was very good",test milk cake good last time good
5276,1,taste was genuine and one box was little bit leaked otherwise everything is more than I expected I would like to repeat this order in future again... ,taste genuine one box little bit leaked otherwise everything expected would like repeat order future
5277,5,food quality is not good<br/>is about near to expired ,food quality goodbris near expired
5278,5,"plastic piece in sweets, you guys have to be careful while making Sweets , this is not acceptable",plastic piece sweets guys careful making sweets acceptable
5279,1,So yum 😋                                         ,yum
5280,1,"packaging need to improve, this time kailash taken extra points for packaging.",packaging need improve time kailash taken extra points packaging
5281,5,Reasonable Price &amp; Awesome Taste..... Always in love with Zaffran's Gulab Jamuns 😋,reasonable price amp awesome taste always love zaffrans gulab jamuns
5282,3,good night ,good night
5283,5,bed ,bed
5284,5,they didnt provide sous,didnt provide sous
5285,5,2 items were missing from the combo ,items missing combo
5286,5,Packing is also very bad,packing also bad
5287,5,"no sauce, no chillies after extra instruction accepted. totally dissatisfied ",sauce chillies extra instruction accepted totally dissatisfied
5288,5,Very bed,bed
5289,3,very good behavior delivery person,good behavior delivery person
5290,5,also had asked to pack it veg and schewan frankie separately but they came together,also asked pack veg schewan frankie separately came together
5291,5,nothing good food,nothing good food
5292,3,ORDER TWO COMBO BUT SENT ONLY ONE COMBO BUT CHARGED FULL AMOUNT.,order two combo sent one combo charged full amount
5293,5,good,good
5294,5,tnx,tnx
5295,5,"Very Bad Experience, Butter Was Not Added in Dabeli, Packaging very bad, ",bad experience butter added dabeli packaging bad
5296,3,the items are stale.  they are unfit to consume. my money got wasted and they are denying to accept the complain. zomato is lowering their reputation by adding these kind of restaurant. ,items stale unfit consume money got wasted denying accept complain zomato lowering reputation adding kind restaurant
5297,5,cold food,cold food
5298,5,bekar dabeli aavi sav bekar test che,bekar dabeli aavi sav bekar test che
5299,5,Dabeli and Vadapav both were cold served means not interest in serving the warm food from the seller. ,dabeli vadapav cold served means interest serving warm food seller
5300,3,Don't buy any thing from them.,dont buy thing
5301,5,don't buy from this outlet .worst product as well as worst packing,dont buy outlet worst product well worst packing
5302,5,green chutney was missing ,green chutney missing
5303,5,parthchauhan,parthchauhan
5304,3,"Best food, compared to the 100s of fake restaurant with huge prices and shit food, I am very pleased with this one.",best food compared fake restaurant huge prices shit food pleased one
5305,5,teste not good ,teste good
5306,5,Tooo cold at least have some responsibility while delivering it,tooo cold least responsibility delivering
5307,5,un nacessary delayed by om danawali shop but test is good,un nacessary delayed om danawali shop test good
5308,5,vada pav quality is good but vadapav with chilly has taken 1 point away.,vada pav quality good vadapav chilly taken point away
5309,3,I ordered cheese dabeli but I received normal oil dabeli<br/>Ndi pay for cheese dabeli,ordered cheese dabeli received normal oil dabelibrndi pay cheese dabeli
5310,5,anty 1 number Verity's thi saari thank you so much,anty number veritys thi saari thank much
5311,5,not proper packing and verybad quality.<br/>waste my money,proper packing verybad qualitybrwaste money
5312,5,order for only 2 without onion dabeli out of 10 but delivered all 10 dabeli without onion,order without onion dabeli delivered dabeli without onion
5313,3, nice but to frankie are are same type I wish next time you changed the the taste,nice frankie type wish next time changed taste
5314,5,Vadapav was very bad with all mayonise. Rest items were good,vadapav bad mayonise rest items good
5315,5,Very very bad taste Ane so spicy 🌶 <br/>N also bad packaging,bad taste ane spicy brn also bad packaging
5316,5,very poor paking  iteam  swating problem no testy <br/>🤔,poor paking iteam swating problem testy br
5317,5,Overpriced.,overpriced
5318,5,it was awesome ,awesome
5319,3,chicken is not as soft as I want,chicken soft want
5320,5,I liked every thing but nuggets can be made better.. overall good..!! 👍🏻,liked every thing nuggets made better overall good
5321,5,bad test,bad test
5322,5,good  gob ,good gob
5323,5,tq,tq
5324,5,it's a so dirty <br/>and taste lasee alsooo.....<br/>and cheese is so bad......🤮🤮🤮🤮🤮🤮🤮🤮🤮,dirty brand taste lasee alsooobrand cheese bad
5325,5,masala is not tasty and cheez is very less..........,masala tasty cheez less
5326,5,Absolutely tasteless food.<br/>it was just Sandwich with max cheese and mayo to attract customers,absolutely tasteless foodbrit sandwich max cheese mayo attract customers
5327,1,"improvement in taste of khawsa needed, it tastes so faded ",improvement taste khawsa needed tastes faded
5328,1,good ,good
5329,5,it was awesome taste 💝,awesome taste
5330,1,Always good at all,always good
5331,5,tast is good but paking is bad,tast good paking bad
5332,5,very fast delivery 😁😁,fast delivery
5333,5,"Please, take care of the hygienes.",please take care hygienes
5334,5,good,good
5335,5,great product and testy,great product testy
5336,5,I had ordered aloo puri by sending voice instructions to not to add onion but it was delivered with onion.. So not sure what went wrong here if zomato valet missed to consider my voice instructions... Hope this will be taken care from next time.. Overall taste and service was good.. But pls make sure from next time to consider customer's instructions carefully.. This is what customer want... ,ordered aloo puri sending voice instructions add onion delivered onion sure went wrong zomato valet missed consider voice instructions hope taken care next time overall taste service good pls make sure next time consider customers instructions carefully customer want
5337,5,must.                                              ,must
5338,5,not at all as expected. can't do anything for that. taste was not like that.. ,expected cant anything taste like
5339,1,disgusting taste and filthy packaging and rate of the dish is double ,disgusting taste filthy packaging rate dish double
5340,5,not testfull very bad content really very bad content,testfull bad content really bad content
5341,5,the khawsa was great. the aloo puri should have been a little less spicy. ,khawsa great aloo puri little less spicy
5342,5,taste not upto mark. need to upgrade the same so that it's ok,taste upto mark need upgrade ok
5343,5,very delicious tasty snacks.👌👍,delicious tasty snacks
5344,5,verry nice test ,verry nice test
5345,5,please don't use news paper for packing,please dont use news paper packing
5346,1,"we got less food, as order 750gm of food and they only give us 450gm",got less food order gm food give us gm
5347,5,Good,good
5348,5,"good, i like yellow chutney ",good like yellow chutney
5349,5,"dry khaman , accha dete the pahle , is baar baut bura tha",dry khaman accha dete pahle baar baut bura tha
5350,1,tasty khaman with more than enough chutney.,tasty khaman enough chutney
5351,5,fack pics I'm not happy this veraity,fack pics im happy veraity
5352,5,not good for service and item,good service item
5353,5,"They really have a very shitty attitude towards the customer , also they don’t really care about sending half orders !!   When I called them they said k “ maam aaj rush kal order karna kal aapko pura order milega “.... also they have charged me the complete amount !",really shitty attitude towards customer also dont really care sending half orders called said k maam aaj rush kal order karna kal aapko pura order milega also charged complete amount
5354,5,this is not chicken biryani you makes us joke I need my refund,chicken biryani makes us joke need refund
5355,1,I don't like ,dont like
5356,5,nice dilevery time,nice dilevery time
5357,5,"If you can see the chicken feather on the dish, just imagine how sh**y you mood is going to be 🤮🤮",see chicken feather dish imagine shy mood going
5358,5,it is very bad smells badly,bad smells badly
5359,5,Food is not fresh,food fresh
5360,5,Kadhi is tasteless.,kadhi tasteless
5361,5,"beshan was not of good quality having smells in bada,jalebi was not made of Desi ghee.",beshan good quality smells badajalebi made desi ghee
5362,5,Totally waste of whole mood and it’s was not cooked properly the bite in picture is raw 🤮<br/>Never gonna order from here,totally waste whole mood cooked properly bite picture raw brnever gon na order
5363,5,Not good,good
5364,5,plss kindly send atleast Chatni Marcha along with fafda even didn't got chatni with dal Vada . How can person it dal wada without chatni marcha ,plss kindly send atleast chatni marcha along fafda even didnt got chatni dal vada person dal wada without chatni marcha
5365,5,Waste of money to buy from this restaurant tase is very bed and missing product ..don't buy because this restaurant was not provide any kind of chatni and chilli all,waste money buy restaurant tase bed missing product dont buy restaurant provide kind chatni chilli
5366,5,good ,good
5367,5,hotel service is not good <br/>dey r making to stand delivery partner <br/>no support et all ,hotel service good brdey r making stand delivery partner brno support et
5368,5,Take a too much time,take much time
5369,5,bahut gatiya,very gatiya
5370,5,Need to improve the taste.,need improve taste
5371,5,gr8,gr
5372,5,plz not re fried ,plz fried
5373,5,worst poha ever... neither it was cooked proper nor it taste normal<br/>had to throw all,worst poha ever neither cooked proper taste normalbrhad throw
5374,5,not deliver proper item,deliver proper item
5375,3,ek dam bakwas test bahot kadva lag raha tha. improve karo test me,ek dam bad test bahot kadva lag raha tha improve karo test
5376,3,please stop using stapler pins in packing. it is safety hazard. can mix with food and eaten by customers...,please stop using stapler pins packing safety hazard mix food eaten customers
5377,5,if possible would have given rating in negative all items were under cooked and stale,possible would given rating negative items cooked stale
5378,1,The package which I recieved were unpacked,package recieved unpacked
5379,1,no sev no proper plating nothing.. ,sev proper plating nothing
5380,5,make customer fool if they don't have idra they send samosa extra just wiast of my money ,make customer fool dont idra send samosa extra wiast money
5381,5,Worst indori poha ever,worst indori poha ever
5382,5,quantity was poor as compare to 2 plates...and taste also not that good...no taste at all....not at all value for money.,quantity poor compare platesand taste also goodno taste allnot value money
5383,5,Samosa and paties were good .bkhamani was delious .bbohot testy khana tha. Thanks jkm . And I like cheese idala . Very testy ,samosa paties good bkhamani delious bbohot testy khana tha thanks jkm like cheese idala testy
5384,5,Such a testy food I love it . Thanks you jalaram khaman house for this food delivery service though Zomato . Good price ,testy food love thanks jalaram khaman house food delivery service though zomato good price
5385,1,Khaman <br/><br/>Testy <br/><br/>Patudi <br/><br/>Testy <br/><br/>Patara <br/><br/>Awsome<br/><br/>Inshort good experience. <br/>Quick service.  Food is so hot when it comes. ,khaman brbrtesty brbrpatudi brbrtesty brbrpatara brbrawsomebrbrinshort good experience brquick service food hot comes
5386,2,Best test ever.<br/><br/>Dal samosa<br/><br/>So testy<br/><br/>Cheese panner samosa <br/><br/>Delious<br/><br/>Locha<br/><br/>Nice .<br/><br/>Khaman <br/><br/>Outstanding .whole in Surat<br/><br/>Must try in this place ,best test everbrbrdal samosabrbrso testybrbrcheese panner samosa brbrdeliousbrbrlochabrbrnice brbrkhaman brbroutstanding whole suratbrbrmust try place
5387,1,Dal samosa <br/>Simply superb<br/><br/>Cheese paneer samosa<br/><br/>Simply superb<br/><br/>Fried kaman<br/>Simply superb<br/><br/><br/>Over loaded khaman <br/><br/>So much amezing <br/><br/><br/>Good service <br/><br/>,dal samosa brsimply superbbrbrcheese paneer samosabrbrsimply superbbrbrfried kamanbrsimply superbbrbrbrover loaded khaman brbrso much amezing brbrbrgood service brbr
5388,1,Nylon khaman <br/><br/>Delious<br/><br/><br/>Khaman <br/><br/>Delious<br/><br/><br/>Patudi <br/><br/>Amazing. Must try <br/><br/><br/>Cheese paneer samosa <br/><br/><br/>Too best. In whole surat<br/><br/><br/>Must again visit,nylon khaman brbrdeliousbrbrbrkhaman brbrdeliousbrbrbrpatudi brbramazing must try brbrbrcheese paneer samosa brbrbrtoo best whole suratbrbrbrmust visit
5389,5,Idala <br/><br/>Soft and fluffy. Healthy and testy this idala dhokla is a perfect fit if you look forward to have less or no oil for the breakfast. Also very light on the pocket.<br/><br/><br/>Patudi<br/><br/>Best ever and so much yummy,idala brbrsoft fluffy healthy testy idala dhokla perfect fit look forward less oil breakfast also light pocketbrbrbrpatudibrbrbest ever much yummy
5390,5,Good packed. Good food . Good experience. Surely visit again in this restaurant. .. delicious.Samosa simply superb.,good packed good food good experience surely visit restaurant delicioussamosa simply superb
5391,5,As per offer you didnt gave one on one free mayo pao.,per offer didnt gave one one free mayo pao
5392,1,I was order for vadpav and dalvada but they haven't dalvada so without informing to me they are sent samosa and that much time for delivering so was ask to Zomato executive and they informed me for same like to they haven't same food so they are sent other option.....<br/>Without ask u like or not to change your serve,order vadpav dalvada havent dalvada without informing sent samosa much time delivering ask zomato executive informed like havent food sent optionbrwithout ask u like change serve
5393,5,i want my money back,want money back
